observation_period,toa,clear_sky_ghi,clear_sky_bhi,clear_sky_dhi,clear_sky_bni,ghi,bhi,dhi,bni,reliability,start_time,end_time,ghi_component_difference,solar_period,ghi_above_clear,bhi_above_clear,dhi_above_clear,bni_above_clear,csi,ghi_reconstructed,low_reference_flag
2015-01-05T14:00:00.0/2015-01-05T15:00:00.0,221.8201,148.17,112.7799,35.3902,699.9582,148.17,112.7799,35.3902,699.9582,1.0,2015-01-05 14:00:00,2015-01-05 15:00:00,-0.00010000000000331966,positive_reference,False,False,False,False,1.0,148.17,False
2015-01-05T15:00:00.0/2015-01-05T16:00:00.0,46.6268,23.4359,13.7438,9.6921,212.0194,23.4359,13.7438,9.6921,212.0194,0.7,2015-01-05 15:00:00,2015-01-05 16:00:00,0.0,positive_reference,False,False,False,False,1.0,23.4359,False
2015-01-05T16:00:00.0/2015-01-05T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 16:00:00,2015-01-05 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T17:00:00.0/2015-01-05T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 17:00:00,2015-01-05 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T18:00:00.0/2015-01-05T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 18:00:00,2015-01-05 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T19:00:00.0/2015-01-05T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 19:00:00,2015-01-05 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T20:00:00.0/2015-01-05T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 20:00:00,2015-01-05 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T21:00:00.0/2015-01-05T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 21:00:00,2015-01-05 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T22:00:00.0/2015-01-05T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 22:00:00,2015-01-05 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-05T23:00:00.0/2015-01-06T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-05 23:00:00,2015-01-06 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T00:00:00.0/2015-01-06T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 00:00:00,2015-01-06 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T01:00:00.0/2015-01-06T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 01:00:00,2015-01-06 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T02:00:00.0/2015-01-06T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 02:00:00,2015-01-06 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T03:00:00.0/2015-01-06T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 03:00:00,2015-01-06 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T04:00:00.0/2015-01-06T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 04:00:00,2015-01-06 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T05:00:00.0/2015-01-06T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 05:00:00,2015-01-06 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T06:00:00.0/2015-01-06T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 06:00:00,2015-01-06 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T07:00:00.0/2015-01-06T08:00:00.0,66.7023,36.6284,23.9558,12.6726,318.6298,36.6284,23.9558,12.6726,318.6298,0.6917,2015-01-06 07:00:00,2015-01-06 08:00:00,0.0,positive_reference,False,False,False,False,1.0,36.6284,False
2015-01-06T08:00:00.0/2015-01-06T09:00:00.0,244.7147,170.3275,135.1002,35.2273,765.9359,170.3275,135.1002,35.2273,765.9359,1.0,2015-01-06 08:00:00,2015-01-06 09:00:00,0.0,positive_reference,False,False,False,False,1.0,170.3275,False
2015-01-06T09:00:00.0/2015-01-06T10:00:00.0,382.9034,289.8877,244.3371,45.5507,896.4481,289.8877,244.3371,45.5507,896.4481,1.0,2015-01-06 09:00:00,2015-01-06 10:00:00,-9.999999997489795e-05,positive_reference,False,False,False,False,1.0,289.8877,False
2015-01-06T10:00:00.0/2015-01-06T11:00:00.0,468.2608,366.0188,315.2116,50.8071,947.3887,366.0188,315.2116,50.8071,947.3887,1.0,2015-01-06 10:00:00,2015-01-06 11:00:00,0.00010000000003174137,positive_reference,False,False,False,False,1.0,366.0188,False
2015-01-06T11:00:00.0/2015-01-06T12:00:00.0,494.9732,390.1045,337.532,52.5725,960.0205,390.1045,337.532,52.5725,960.0205,1.0,2015-01-06 11:00:00,2015-01-06 12:00:00,0.0,positive_reference,False,False,False,False,1.0,390.1045,False
2015-01-06T12:00:00.0/2015-01-06T13:00:00.0,461.2222,359.4323,308.1035,51.3287,940.002,359.4323,308.1035,51.3287,940.002,1.0,2015-01-06 12:00:00,2015-01-06 13:00:00,0.00010000000003174137,positive_reference,False,False,False,False,1.0,359.4323,False
2015-01-06T13:00:00.0/2015-01-06T14:00:00.0,369.3086,277.1492,230.6927,46.4565,876.8957,277.1492,230.6927,46.4565,876.8957,1.0,2015-01-06 13:00:00,2015-01-06 14:00:00,0.0,positive_reference,False,False,False,False,1.0,277.1492,False
2015-01-06T14:00:00.0/2015-01-06T15:00:00.0,225.4961,153.3189,117.9949,35.3241,721.6325,145.4193,104.7373,40.682,604.4092,1.0,2015-01-06 14:00:00,2015-01-06 15:00:00,-2.842170943040401e-14,positive_reference,False,False,True,False,0.9484760195905396,145.4193,False
2015-01-06T15:00:00.0/2015-01-06T16:00:00.0,49.2292,25.5399,15.2959,10.244,230.1624,14.7414,0.0,14.7414,0.0,0.6833,2015-01-06 15:00:00,2015-01-06 16:00:00,0.0,positive_reference,False,False,True,False,0.5771909835199042,14.7414,False
2015-01-06T16:00:00.0/2015-01-06T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 16:00:00,2015-01-06 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T17:00:00.0/2015-01-06T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 17:00:00,2015-01-06 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T18:00:00.0/2015-01-06T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 18:00:00,2015-01-06 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T19:00:00.0/2015-01-06T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 19:00:00,2015-01-06 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T20:00:00.0/2015-01-06T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 20:00:00,2015-01-06 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T21:00:00.0/2015-01-06T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 21:00:00,2015-01-06 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T22:00:00.0/2015-01-06T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 22:00:00,2015-01-06 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-06T23:00:00.0/2015-01-07T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-06 23:00:00,2015-01-07 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T00:00:00.0/2015-01-07T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 00:00:00,2015-01-07 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T01:00:00.0/2015-01-07T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 01:00:00,2015-01-07 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T02:00:00.0/2015-01-07T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 02:00:00,2015-01-07 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T03:00:00.0/2015-01-07T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 03:00:00,2015-01-07 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T04:00:00.0/2015-01-07T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 04:00:00,2015-01-07 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T05:00:00.0/2015-01-07T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 05:00:00,2015-01-07 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T06:00:00.0/2015-01-07T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 06:00:00,2015-01-07 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T07:00:00.0/2015-01-07T08:00:00.0,67.5467,35.7693,22.1473,13.622,288.8393,35.7693,22.1473,13.622,288.8393,0.6833,2015-01-07 07:00:00,2015-01-07 08:00:00,0.0,positive_reference,False,False,False,False,1.0,35.7693,False
2015-01-07T08:00:00.0/2015-01-07T09:00:00.0,246.1211,167.7463,129.9333,37.813,731.3486,167.7463,129.9333,37.813,731.3486,1.0,2015-01-07 08:00:00,2015-01-07 09:00:00,-2.842170943040401e-14,positive_reference,False,False,False,False,1.0,167.7463,False
2015-01-07T09:00:00.0/2015-01-07T10:00:00.0,384.7886,287.217,238.8033,48.4138,871.5654,287.217,238.8033,48.4138,871.5654,1.0,2015-01-07 09:00:00,2015-01-07 10:00:00,-0.00010000000003174137,positive_reference,False,False,False,False,1.0,287.217,False
2015-01-07T10:00:00.0/2015-01-07T11:00:00.0,470.6351,364.1516,310.8735,53.2781,929.5474,364.1516,310.8735,53.2781,929.5474,1.0,2015-01-07 10:00:00,2015-01-07 11:00:00,0.0,positive_reference,False,False,False,False,1.0,364.1516,False
2015-01-07T11:00:00.0/2015-01-07T12:00:00.0,497.8137,389.3136,334.9725,54.3411,947.282,389.3136,334.9725,54.3411,947.282,1.0,2015-01-07 11:00:00,2015-01-07 12:00:00,0.0,positive_reference,False,False,False,False,1.0,389.3136,False
2015-01-07T12:00:00.0/2015-01-07T13:00:00.0,464.4744,359.8338,307.4131,52.4208,931.3469,359.8338,307.4131,52.4208,931.3469,1.0,2015-01-07 12:00:00,2015-01-07 13:00:00,-9.999999997489795e-05,positive_reference,False,False,False,False,1.0,359.8338,False
2015-01-07T13:00:00.0/2015-01-07T14:00:00.0,372.8903,278.7091,231.6706,47.0385,872.2708,278.7091,231.6706,47.0385,872.2708,1.0,2015-01-07 13:00:00,2015-01-07 14:00:00,-5.684341886080802e-14,positive_reference,False,False,False,False,1.0,278.7091,False
2015-01-07T14:00:00.0/2015-01-07T15:00:00.0,229.3026,155.8007,120.193,35.6077,723.7572,155.8007,120.193,35.6077,723.7572,1.0,2015-01-07 14:00:00,2015-01-07 15:00:00,0.0,positive_reference,False,False,False,False,1.0,155.8007,False
2015-01-07T15:00:00.0/2015-01-07T16:00:00.0,51.9853,27.1345,16.48,10.6544,241.8024,27.1345,16.48,10.6544,241.8024,0.8,2015-01-07 15:00:00,2015-01-07 16:00:00,9.999999999976694e-05,positive_reference,False,False,False,False,1.0,27.1345,False
2015-01-07T16:00:00.0/2015-01-07T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 16:00:00,2015-01-07 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T17:00:00.0/2015-01-07T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 17:00:00,2015-01-07 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T18:00:00.0/2015-01-07T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 18:00:00,2015-01-07 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T19:00:00.0/2015-01-07T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 19:00:00,2015-01-07 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T20:00:00.0/2015-01-07T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 20:00:00,2015-01-07 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T21:00:00.0/2015-01-07T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 21:00:00,2015-01-07 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T22:00:00.0/2015-01-07T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 22:00:00,2015-01-07 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-07T23:00:00.0/2015-01-08T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-07 23:00:00,2015-01-08 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T00:00:00.0/2015-01-08T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 00:00:00,2015-01-08 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T01:00:00.0/2015-01-08T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 01:00:00,2015-01-08 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T02:00:00.0/2015-01-08T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 02:00:00,2015-01-08 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T03:00:00.0/2015-01-08T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 03:00:00,2015-01-08 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T04:00:00.0/2015-01-08T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 04:00:00,2015-01-08 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T05:00:00.0/2015-01-08T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 05:00:00,2015-01-08 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T06:00:00.0/2015-01-08T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 06:00:00,2015-01-08 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T07:00:00.0/2015-01-08T08:00:00.0,68.5056,34.3643,19.2006,15.1637,243.14,34.3643,19.2006,15.1637,243.14,0.6833,2015-01-08 07:00:00,2015-01-08 08:00:00,0.0,positive_reference,False,False,False,False,1.0,34.3643,False
2015-01-08T08:00:00.0/2015-01-08T09:00:00.0,247.6963,163.1027,120.8733,42.2294,674.487,163.1027,120.8733,42.2294,674.487,1.0,2015-01-08 08:00:00,2015-01-08 09:00:00,0.0,positive_reference,False,False,False,False,1.0,163.1027,False
2015-01-08T09:00:00.0/2015-01-08T10:00:00.0,386.8415,280.8891,226.7907,54.0984,823.0601,163.4701,115.9998,47.4703,449.9383,1.0,2015-01-08 09:00:00,2015-01-08 10:00:00,0.0,positive_reference,False,False,False,False,0.5819738110165187,163.4701,False
2015-01-08T10:00:00.0/2015-01-08T11:00:00.0,473.1732,356.6697,297.2562,59.4136,884.0006,145.4903,57.1032,88.3871,162.929,1.0,2015-01-08 10:00:00,2015-01-08 11:00:00,0.0,positive_reference,False,False,True,False,0.40791325980311754,145.4903,False
2015-01-08T11:00:00.0/2015-01-08T12:00:00.0,500.8117,381.188,320.7172,60.4708,901.506,104.9606,22.106,82.8546,62.4146,1.0,2015-01-08 11:00:00,2015-01-08 12:00:00,0.0,positive_reference,False,False,True,False,0.27535127023935696,104.9606,False
2015-01-08T12:00:00.0/2015-01-08T13:00:00.0,467.8757,351.597,293.0123,58.5847,881.131,164.4877,1.0733,163.4144,3.2059,1.0,2015-01-08 12:00:00,2015-01-08 13:00:00,0.0,positive_reference,False,False,True,False,0.4678302147060413,164.4877,False
2015-01-08T13:00:00.0/2015-01-08T14:00:00.0,376.6109,271.0653,217.9604,53.1049,812.0376,88.942,1.4933,87.4486,6.599,1.0,2015-01-08 13:00:00,2015-01-08 14:00:00,9.99999999891088e-05,positive_reference,False,False,True,False,0.3281201983433512,88.942,False
2015-01-08T14:00:00.0/2015-01-08T15:00:00.0,233.2373,150.1217,109.6179,40.5038,646.4587,137.5646,98.656,38.9086,595.6832,1.0,2015-01-08 14:00:00,2015-01-08 15:00:00,0.0,positive_reference,False,False,False,False,0.9163538648976132,137.5646,False
2015-01-08T15:00:00.0/2015-01-08T16:00:00.0,54.9369,25.9776,13.5642,12.4134,187.459,25.9776,13.5642,12.4134,187.459,0.7833,2015-01-08 15:00:00,2015-01-08 16:00:00,0.0,positive_reference,False,False,False,False,1.0,25.9776,False
2015-01-08T16:00:00.0/2015-01-08T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 16:00:00,2015-01-08 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T17:00:00.0/2015-01-08T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 17:00:00,2015-01-08 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T18:00:00.0/2015-01-08T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 18:00:00,2015-01-08 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T19:00:00.0/2015-01-08T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 19:00:00,2015-01-08 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T20:00:00.0/2015-01-08T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 20:00:00,2015-01-08 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T21:00:00.0/2015-01-08T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 21:00:00,2015-01-08 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T22:00:00.0/2015-01-08T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 22:00:00,2015-01-08 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-08T23:00:00.0/2015-01-09T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-08 23:00:00,2015-01-09 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T00:00:00.0/2015-01-09T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 00:00:00,2015-01-09 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T01:00:00.0/2015-01-09T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 01:00:00,2015-01-09 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T02:00:00.0/2015-01-09T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 02:00:00,2015-01-09 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T03:00:00.0/2015-01-09T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 03:00:00,2015-01-09 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T04:00:00.0/2015-01-09T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 04:00:00,2015-01-09 05:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T05:00:00.0/2015-01-09T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 05:00:00,2015-01-09 06:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T06:00:00.0/2015-01-09T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 06:00:00,2015-01-09 07:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T07:00:00.0/2015-01-09T08:00:00.0,69.601,36.6722,23.2392,13.433,300.0866,5.9427,0.0,5.9427,0.0,0.6833,2015-01-09 07:00:00,2015-01-09 08:00:00,0.0,positive_reference,False,False,False,False,0.16204918166894816,5.9427,False
2015-01-09T08:00:00.0/2015-01-09T09:00:00.0,249.4397,168.7645,131.794,36.9705,732.4467,80.0386,0.158,79.8806,0.7544,1.0,2015-01-09 08:00:00,2015-01-09 09:00:00,0.0,positive_reference,False,False,True,False,0.47426206340788496,80.0386,False
2015-01-09T09:00:00.0/2015-01-09T10:00:00.0,389.0611,287.6465,239.705,47.9415,865.3445,50.8975,0.0329,50.8645,0.1381,1.0,2015-01-09 09:00:00,2015-01-09 10:00:00,0.00010000000000331966,positive_reference,False,False,True,False,0.17694461778606727,50.8975,False
2015-01-09T10:00:00.0/2015-01-09T11:00:00.0,475.8738,363.8017,310.1326,53.6691,917.1003,84.1138,0.0146,84.0991,0.0434,1.0,2015-01-09 10:00:00,2015-01-09 11:00:00,9.99999999891088e-05,positive_reference,False,False,True,False,0.23120782558190356,84.1138,False
2015-01-09T11:00:00.0/2015-01-09T12:00:00.0,503.9653,388.508,332.7193,55.7888,929.347,39.8158,0.0,39.8158,0.0,1.0,2015-01-09 11:00:00,2015-01-09 12:00:00,0.0,positive_reference,False,False,False,False,0.10248386133618871,39.8158,False
2015-01-09T12:00:00.0/2015-01-09T13:00:00.0,471.4238,357.9216,303.655,54.2666,906.2322,43.9769,0.0,43.9769,0.0,1.0,2015-01-09 12:00:00,2015-01-09 13:00:00,0.0,positive_reference,False,False,False,False,0.12286741006969124,43.9769,False
2015-01-09T13:00:00.0/2015-01-09T14:00:00.0,380.4682,276.1664,227.5177,48.6486,839.2686,36.4046,0.0017,36.4029,0.0077,1.0,2015-01-09 13:00:00,2015-01-09 14:00:00,0.0,positive_reference,False,False,False,False,0.1318212497972237,36.4046,False
2015-01-09T14:00:00.0/2015-01-09T15:00:00.0,237.2977,154.731,117.7055,37.0256,684.4189,90.9414,0.4306,90.5108,3.2251,1.0,2015-01-09 14:00:00,2015-01-09 15:00:00,0.0,positive_reference,False,False,True,False,0.5877387207476201,90.9414,False
2015-01-09T15:00:00.0/2015-01-09T16:00:00.0,58.0233,28.5056,16.7015,11.8041,229.6111,17.5662,0.0784,17.4878,0.7926,0.775,2015-01-09 15:00:00,2015-01-09 16:00:00,0.0,positive_reference,False,False,True,False,0.6162368096093398,17.5662,False
2015-01-09T16:00:00.0/2015-01-09T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 16:00:00,2015-01-09 17:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T17:00:00.0/2015-01-09T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 17:00:00,2015-01-09 18:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T18:00:00.0/2015-01-09T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 18:00:00,2015-01-09 19:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T19:00:00.0/2015-01-09T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 19:00:00,2015-01-09 20:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T20:00:00.0/2015-01-09T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 20:00:00,2015-01-09 21:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T21:00:00.0/2015-01-09T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 21:00:00,2015-01-09 22:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T22:00:00.0/2015-01-09T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 22:00:00,2015-01-09 23:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-09T23:00:00.0/2015-01-10T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-09 23:00:00,2015-01-10 00:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-10T00:00:00.0/2015-01-10T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-10 00:00:00,2015-01-10 01:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-10T01:00:00.0/2015-01-10T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-10 01:00:00,2015-01-10 02:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-10T02:00:00.0/2015-01-10T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-10 02:00:00,2015-01-10 03:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-10T03:00:00.0/2015-01-10T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-10 03:00:00,2015-01-10 04:00:00,0.0,nighttime,False,False,False,False,,,False
2015-01-10T04:00:00.0/2015-01-10T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015-01-10 04:00:00,2015-01-10 05:00:00,0.0,nighttime,False,False,False,False,,,False
